Product Title,SKU #,UPC,Whole Sale Price Per Unit 
LIKE LIFE SNAKES,SKU #1776718,UPC: 049392060971,$14.69 
EVERBEARING STRAWBERRY HYDRO-DOME,SKU #1934084,UPC: 810017010493,$0.37 
"FRICTION MONSTER TRUCK 8""",SKU #1902217,UPC: 688999689200,$0.33 
GULDENS SPICY BROWN MUSTARD,SKU #362220,null,$7.97 
"8"" FLOPPY DOG PLUSH TOY",SKU #1934019,null,$0.96 
FORCE COMBAT SOLDIERS,SKU #1936267,UPC: 841175107718,$12.21 
TWININGS OF LONDON LEMON & GINGER HERBAL TEA,SKU #362968,UPC: 070177075101,$1.00 
ASSORTED STUFFED ANIMALS,SKU #1184164,null,$0.69 
BREAKFAST ON THE GO,SKU #361893,null,$0.17 
PLUSH TIE DYED SNAKES,SKU #1776773,UPC: 049392742594,$3.41 
ROCK AND TROT ROCKING HORSE - PLUSH,SKU #538560,UPC: 000772021371,$0.88 
GLIDERS WITH PROPELLERS,SKU #1903613,UPC: 049392637432,$5.88 
DUM-DUM-POPS CANDY - ASSORTED FLAVORS,SKU #497258,UPC: 030800000603,$1.68 
PLUSH JUMBO REALISTIC LEOPARD,SKU #1905317,UPC: 049392257951,$9.54 
"10"" ANDREA AND FRIENDS",SKU #2123682,UPC: 841175114877,$0.69 
DOUBLE QUICK III S,SKU #2133405,null,$0.23 
TEDDY WEAR,SKU #1472089,UPC: 000772091695,$7.19 
"PEN STYLE HIGHLIGHTER, CHISEL POINT, FLUORESCENT YELLOW",SKU #967812,UPC: 035255361811,$1.15 
"3"" EMOJI PLUSH RAINBOW CLIP ONS",SKU #2191619,null,$26.47 
GOLF PRO INFLATABLE GOLF CLUB & BALL,SKU #1487280,UPC: 084695401540,$0.87 
STUBBIES ERASER,SKU #697830,UPC: 603250675518,$2.06 
JOLLY JELLYFISH SINKERS,SKU #1124091,UPC: 000772066563,$2.57 
DOC MCSTUFFINS DRESS UP SET TOYS,SKU #1931374,UPC: 697675034036,$4.90 
ANDREA AND FRIENDS DOLL,SKU #2123689,UPC: 841175114518,$3.31 
FRICTION PICK UP TRUCK WITH LIGHT (BATTERIES INCLU,SKU #2122935,null,$0.87 
DARK SKIN TRENDY'S GALA EN VOGUE GIRL,SKU #2122921,null,$0.81 
OUTER SPACE ADVENTURE,SKU #1934109,UPC: 810017010158,$2.53 
SHIH TZU - PLUSH DOG,SKU #539018,UPC: 000772048637,$4.41 
HEAVY DUTY 3 MIL CLEAR CARTON SEALING PACKING TAPE,SKU #690228,null,$2.78 
"12.75"" SOPHIE COLLECTION",SKU #2123678,UPC: 841175103734,$0.74 
LEARNING MAT CRAYONS,SKU #538930,UPC: 000772042796,$7.35 
"CRAYONS, 4 IN A BOX - CASE",SKU #676153,UPC: 757709001455,$1.87 
PENCIL SHARPENERS - 4 PACK,SKU #401137,UPC: 871936001139,$0.65 
ANIMAL PRINT BOUNCY BALL - 55 MM,SKU #1904307,null,$0.44 
TOY SHARKS,SKU #1776623,UPC: 049392615140,$0.94 
MARCONI ORGANIC BALSAMIC VINEGAR - PACKET,SKU #1161006,UPC: 072071009893,$0.50 
MINI ANIMAL ASSORTMENT (C),SKU #1905249,UPC: 049392210819,$3.81 
PLUSH HANGING WILD JUNGLE CATS,SKU #1776777,UPC: 049392645475,$14.69 
TIME TO EAT DOLL FEEDING SET,SKU #539037,UPC: 000772048880,$2.21 
SCHLEICH WILD LIFE ANIMALS (SEAL CUB),SKU #1847589,UPC: 4005086147034,$22.04 
KAR'S CRANBERRY ALMOND DELIGHT,SKU #1489307,UPC: 077034089615,$2.57 
PLUSH SMALL REALISTIC TIGER,SKU #1905312,UPC: 049392257920,$14.69 
CROMARTIE HIGH SCHOOL MECHAZAWA,SKU #1895300,UPC: 702727490002,$4.03 
CLASSY BLUE MATTE FINISH PLASTIC RETRACTABLE PEN,SKU #1939773,null,$172.05 
LOCK & ROLL RESCUE GARAGE,SKU #1879029,UPC: 000772045803,$1.37 
TOY GLOW IN THE DARK SPIDERS,SKU #1776640,null,$0.26 
"PINE CAR DERBY DRY TRANSFER DECAL 3""X2-1/2"" SHEET-BEVELED NUMBERS",SKU #1780017,UPC: 724771040156,$7.34 
"MINI RAINBOMAKER - 8""",SKU #1916571,UPC: 7290002582564,$3.66 
"27"" FUN HOOPS",SKU #272141,null,$2.24 
"FRICTION TOWING TRUCK WITH BOAT 20""",SKU #2122939,UPC: 688999058990,$14.69 
SUGAR PACKET PACKAGE OF 2000,SKU #1275945,UPC: 719098400042,$51.46 
PLUSH SMILEY FACES,SKU #1905260,UPC: 049392601440,$2.25 
SIMPLY SUGAR FREE SAMPLER,SKU #1487177,UPC: 855801001929,$3.04 
WORLD TECH TOYS 35939 3.5-CHANNEL NANO HERCULES IR GYRO HELICOPTER,SKU #2181089,null,$4.04 
WATER GUNS,SKU #695132,null,$0.25 
HAPPY GIDDY BINOCULARS,SKU #539075,UPC: 000772060813,$7.86 
PRESCHOOL WORKBOOKS 32 PAGES-PRESCHOOL BASICS,SKU #653926,UPC: 076645021359,$0.04 
TOY NEON SNAKES,SKU #1776711,null,$9.09 
DIAPER BAG SET,SKU #1123920,UPC: 000772048897,$1.75 
DIECAST MILITARY SET (44 PIECE SET),SKU #1895303,UPC: 688999364923,$4.85 
MISPRINT METAL RETRACTABLE PENS (ASSORTED),SKU #1472280,null,$8.44 
LEE KUM KEE HOISIN SAUCE PACKETS,SKU #1850918,null,$0.33 
"13"" INFLATABLE BEACH BALLS",SKU #1776904,UPC: 049392601587,$6.50 
PHYSICAL EDUCATION KIT W/SEVEN BALLS 14 JUMP ROPE,SKU #508568,UPC: 710858018309,$19.81 
DEER - PLUSH,SKU #538568,UPC: 000772021746,$9.54 
PRIMARY PENCIL KIT,SKU #2130380,UPC: 619342022122,$0.32 
DREAM ANGEL FANCY DOLL DRESS,SKU #1949298,UPC: 885861201847,$1.25 
INFLATABLE FOOTBALL GOAL WITH BALL,SKU #1776445,UPC: 049392245927,$14.71 
12 COLOR PENCILS,SKU #1757826,UPC: 764608007853,$6.49 
KEEBLER POP TARTS - STRAWBERRY,SKU #933421,UPC: 038000317309,$41.13 
LION - PLUSH,SKU #538542,UPC: 000772021029,$0.07 
PLUSH SLITHERING SCALY SNAKES WITH BIG EYES,SKU #1776768,UPC: 049392623596,$1.09 
TRAIN PUZZLE ASSORTMENT - DUTCH,SKU #1948900,null,$12.49 
MINI STRETCHY SNAKES,SKU #1776722,UPC: 049392270035,$0.94 
"WHITE STYRENE MALE FIGURES - 1.5""",SKU #1042380,UPC: 853412003738,$1.71 
HORSE - PLUSH STUFFED ANIMAL,SKU #538544,UPC: 000772021050,$5.13 
BONBON BEAR,SKU #1124028,UPC: 000772077255,$1.72 
SLICK SAND MINI KIT,SKU #1934110,UPC: 810017012671,$1.71 
MEADOW MEDLEY LAMBY,SKU #1124049,UPC: 000772074001,$1.12 
MESH BUTTERFLY NET,SKU #49812,UPC: 731015076468,$1.32 
PRINCESS ELISE MAGNETIC DRESS-UP,SKU #538759,UPC: 000772035538,$5.00 
EMOJI GUMBALL REFILL - 1LB,SKU #1997842,UPC: 856082006931,$0.81 
SPARK SHARK TOSS & CATCH,SKU #1124103,UPC: 000772066587,$73.51 
CRACKER JACK (BOX),SKU #1037865,UPC: 030000029121,$3.93 
"12"" FLOPPY PLUSH TOY DOGS",SKU #1934553,null,$1.72 
CUTE BEACH,SKU #2131926,UPC: 841175101761,$1.06 
MINI BEACH BALL ASSORTMENT,SKU #1776915,null,$51.46 
MY PLAYTIME FRIENDS CD,SKU #1905577,UPC: 707529242064,$0.33 
"FRICTION CONSTRUCTION TRUCK (3 ASST.) 13.5""",SKU #1902222,UPC: 688999828838,$0.76 
WIND UP ALLIGATOR,SKU #1949054,UPC: 815895017121,$0.27 
MECHANICAL PENCIL LEADS - 0.5 MM - 6 PACK,SKU #394234,UPC: 852134000957,$1.69 
LARGE PLUSH DICE,SKU #1776791,UPC: 049392720875,$22.04 
"SPRINGFIELD COLLECTION PRE-STUFFED DOLL 18""-EMMA/B",SKU #659540,UPC: 028444618605,$0.96 
DIECAST CITY RACING SET (42 PIECE SET),SKU #1895306,UPC: 688999367924,$64.93 
TRANSPARENT PARTY BUBBLES,SKU #1903878,UPC: 049392673195,$1.50 
"ANIMAL, JUNGLE, FARM, OCEAN & DINOSAUR (4 ASST.) SMALL",SKU #1917056,UPC: 688999299027,$1.69 
WATER WIGGLERS WITH PRINT FROG,SKU #1949082,UPC: 815895017312,$4.47 
BIGELOW CINNAMON APPLE HERB TEA,SKU #361843,UPC: 072310003972,$7.88 
RAINBOW ERASERS,SKU #1860441,UPC: 871936003218,$2.25 
BENTLEY BOXER,SKU #1124071,UPC: 000772074919,$1.00 
LANTERN TIMELESS MINIATURES,SKU #1205301,UPC: 082676200212,$0.58 
"11.4"" 1:14 AUDI TT WHITE ATT14W",SKU #1866504,null,$0.52 
TAFFY TIME CANDY,SKU #1776828,null,$0.44 
NISSIN CHOW MEIN - TERIYAKI BEEF FLAVOR,SKU #1895234,null,$5.08 
PLUSH FLAME FISH,SKU #1776783,UPC: 049392606193,$272.01 
SCARLET FLAMINGO,SKU #1124011,UPC: 000772076326,$8.13 
FOAM SPORTS BALLS,SKU #1776836,UPC: 049392601563,$14.71 
TOY HORSE,SKU #1776674,UPC: 049392615072,$7.34 
FROG WOOLY BALLS,SKU #1776682,UPC: 049392012604,$5.87 
MELISSA & DOUG SHAPE-SORTING DUMP TRUCK,SKU #1949537,UPC: 000772093972,$1.73 
"SOFT PALS TEETHER, RATTLE & SQUEAKER",SKU #1916533,UPC: 7290005076794,$8.99 
"ZLATA, ME, AND THE LETTER Z (ALPHABET FRIENDS)",SKU #1910010,null,$13.35 
BUBBLE FUN PLAY SET,SKU #114764,UPC: 731015065417,$2.57 
COCKER SPANIEL - PLUSH DOG,SKU #539012,UPC: 000772048569,$18.38 
TRIO RATTLE BAND,SKU #1916575,UPC: 7290014329409,$1.34 
"23"" OWL",SKU #1947935,null,$9.54 
BEGINNER BAND SET,SKU #538487,UPC: 000772013185,$0.45 
"2.75"" DIE CAST CAR ASSORTMENT",SKU #1949262,null,$5.03 
COBRA RC TOYS 909314 FOLDING POCKET DRONE WITH CAMERA,SKU #2171713,null,$0.74 
FISH WOOLY BALLS,SKU #1776620,UPC: 049392021453,$18.38 
WORLD TECH TOYS 34891 2-CHANNEL MARVEL IR HELICOPTER & KINETIK AA 50PK,SKU #2181066,null,$0.06 
NISSIN CHOW MEIN WITH SHRIMP,SKU #1895253,null,$0.30 
NISSIN CUP NOODLE SPICY LIME SHRIMP,SKU #1895210,null,$8.13 
WORKBOOKS-KINDERGARTEN BASICS,SKU #1465333,UPC: 076645022363,$1.47 
FLIP FISH,SKU #1870482,UPC: 000772091954,$0.33 
"FASHION GIRL DOLL 13.5""-PLATINUM HAIR",SKU #659549,UPC: 082676625954,$4.79 
"13.5"" SNORKEL & GOGGLE SET",SKU #1980564,UPC: 841175102188,$0.81 
BERTHA DOLL,SKU #2124448,UPC: 841175115744,$14.71 
POOF® 4'' MINI BASKETBALL,SKU #104952,UPC: 083568087508,$2.50 
DUAL ERASERS,SKU #1860440,UPC: 871936003225,$1.40 
"WATER GUNS - 4""",SKU #1895111,UPC: 049392627679,$0.51 
CHESTNUT BEAR,SKU #1124044,UPC: 000772077460,$8.75 
EDUCATIONAL TOY- GEOMETRIC STACKER,SKU #538416,UPC: 000772005678,$0.70 
FINGERPRINT FILES FUN LAB KIT,SKU #653776,UPC: 071547011200,$1.52 
MAGNIFYING BUG BUCKET,SKU #2129456,null,$0.26 
GROSS SONGS WORKBOOK AND CD,SKU #1903172,UPC: 718451026028,$0.84 
THE KIDS BAND,SKU #1916593,UPC: 7290014329201,$3.81 
BAZIC 2 DUAL BLADES SHARPENER + 2 ROUND RECEPTACLE SHARPENER,SKU #317679,UPC: 764608019153,$4.04 
KARS SUNFLOWER KERNELS,SKU #362325,null,$14.69 
POLICE FORCE,SKU #1936268,UPC: 841175107763,$32.34 
SPACEGATE 19620 THUNDER BOLT ROLLING DRONE,SKU #2178874,null,$0.50 
"TOY SNAKES - 7""",SKU #1776716,UPC: 049392615232,$15.71 
BOULDER CANYON POTATO CHIPS - HICKORY BBQ,SKU #1226720,UPC: 708163971150,$1.38 
22 INCH 3.5 CHANNEL HELICOPTER,SKU #1981912,UPC: 044902060465,$7.69 
BLACK BEAR BEANIE PLUSH TOY WITH WALKING STICK,SKU #2184304,null,$0.74 
GIANT PLUSH LIZARD,SKU #1909793,UPC: 085754047471,$4.49 
"2"" ASSORTED VOO DOO STRING DOLLS",SKU #1994574,null,$25.72 
DUEL BLADES PENCIL SHARPENERS - 10 COUNT,SKU #409048,UPC: 871936001535,$6.49 
CRAYOLA COLORED PENCILS 12 COUNT,SKU #1271027,UPC: 071662040123,$3.35 
MINI TOY PARATROOPERS,SKU #1903884,UPC: 049392074077,$1.46 
ANIMAL PRINT BALLS WITH TAILS,SKU #1905277,UPC: 049392621707,$0.72 
MECHANICAL PENCILS - 4 PACK + 24PCS #.5MM LEAD,SKU #394232,null,$20.22 
TOY GLOW SNAKES,SKU #1776721,UPC: 049392269305,$1.13 
SCHLEICH FARM LIFE ANIMALS (HOLSTEIN COW),SKU #1848281,UPC: 4005086136335,$5.87 
DIE CAST CONVERTIBLE CAR,SKU #2130575,UPC: 085754169180,$14.71 
SHAPE SORTING CLOCK,SKU #1471645,UPC: 000772085939,$14.71 
"SPARCO PRODUCTS  PLASTIC PROTRACTOR, 6"" LONG, CLEAR",SKU #945469,UPC: 035255014908,$2.69 
DINING ROOM DOLLHOUSE FURNITURE,SKU #538612,UPC: 000772025867,$1.46 
PLUSH JUMBO REALISTIC TIGER,SKU #1905316,UPC: 049392257937,$0.44 
"10.4"" 1:14 MINICOOPERS YELLOW",SKU #1866594,null,$12.49 
"BIC CORPORATION ROUND STIC BALLPOINT PEN,MED. POINT,12/BX, BLACK INK",SKU #967409,UPC: 070330201194,$25.01 
KICK BOARD,SKU #2130624,UPC: 841175110299,$0.31 
"BRIANNA - 12"" DOLL",SKU #539032,UPC: 000772048835,$6.49 
SAND TOY SET - 23 PIECE,SKU #1997862,UPC: 857596006332,$57.35 
SKIMMER DOLPHIN,SKU #1124080,UPC: 000772076302,$16.18 
SAND CASTLE BUCKET SET - 8 PIECES,SKU #1895187,UPC: 049392275955,$4.75 
BUBBLES-32 OZ.,SKU #1909381,UPC: 049392251379,$1.20 
"RAINBOMAKER - 16""",SKU #1916579,UPC: 7290002582199,$16.18 
BUDS BEST LEMON CRÈME COOKIES,SKU #345701,UPC: 745527510082,$12.49 
4M PROPELLER RACER KIT,SKU #1848898,null,$0.88 
CRAYOLA GLITTER CRAYONS,SKU #1824485,null,$12.49 
SMILE FACE BUBBLES 1OZ,SKU #1895358,null,$0.15 
BABY DOLL- JENNA,SKU #539030,UPC: 000772048811,$73.51 
CLUB FUN HANGING LOUNGE CHAIR,SKU #1994061,UPC: 812605029504,$1.54 
EDUCATIONAL BATTERY OPERATED WALKIE TALKIE,SKU #1940466,UPC: 688999005024,$2.19 
COLORING PENCILS - 12 COUNT,SKU #1285307,UPC: 672672146524,$3.43 
THE SINGING MACHINE SML385 SOUND & LIGHT SHOW KARAOKE SYSTEM (BLACK),SKU #2179871,null,$7.34 
SPORT GAME,SKU #2131939,UPC: 841175103079,$73.51 
BAZIC YELLOW PEN STYLE FLUORESCENT HIGHLIGHTER W/ POCKET CLIP (5/PK),SKU #358790,UPC: 764608023006,$1.21 
NISSIN RAMEN BOWL - HOT & SPICY FLAVOR,SKU #1895241,null,$1.84 
"STICK PENS - 10 PACK BULK - BLACK,BLUE,RED INKS",SKU #528973,UPC: 871936006271,$6.99 
FLORACRAFT SOLAR SYSTEM KIT,SKU #1844020,null,$0.91 
SUPER SPORTS BALL - FOIL WRAPPED MILK CHOCOLATE,SKU #446770,null,$2.69 
SEASONING SET,SKU #1939764,UPC: 000772093576,$51.46 
SIDNEY KOALA,SKU #1124004,UPC: 000772076050,$1.22 
SWIRL PANEL BALLS - 35 MM,SKU #1776858,UPC: 049392284858,$4.75 
BUNNYNAUTS,SKU #565409,UPC: 741545023221,$1.57 
6 PIECE  DIECAST SET,SKU #2184452,UPC: 841175113610,$9.54 
BAZIC FANCY COLORS FINE TIP PERMANENT MARKERS - 5 COUNT,SKU #311122,UPC: 764608012093,$0.70 
MONSTER BOWLING,SKU #538575,UPC: 000772021913,$1.51 
WIND UP FLIPPING FROG,SKU #1949068,UPC: 815895010238,$44.10 
DELUXE JUMBO CARDBOARD BLOCKS (40 PC),SKU #538634,UPC: 000772027847,$1.00 
3-PIECE SAND PLAY SET 3 ASSORTED COLORS,SKU #1997235,UPC: 827680180835,$6.89 
TOOTSIE ROLL MIDGEES CANDY,SKU #1776834,null,$124.99 
CAMO GLIDERS,SKU #1903557,UPC: 049392617496,$17.03 
FOLGERS DECAF COFFEE SINGLES,SKU #362136,UPC: 025500811222,$0.80 
SCHLEICH FARM LIFE ANIMALS (TEXAS LONGHORN BULL),SKU #1848287,UPC: 4005086137219,$1.52 
SILLY SEA HORSES,SKU #1934061,UPC: 810017014385,$0.73 
SMILE FACE BUBBLES,SKU #1895350,null,$5.07 
PLUSH BEAN BAG EMPEROR PENGUINS,SKU #1905268,UPC: 049392742617,$0.06 
KARS RAISINS,SKU #362321,UPC: 077034089769,$7.75 
DRESS-A-PILLAR,SKU #1916454,UPC: 7290010037209,$17.24 
PSYCHEDELIC BALLS,SKU #1776848,UPC: 049392209127,$1.19 
BLOSSOM BRIGHT BUBBLE TRUMPET,SKU #1276813,UPC: 000772060974,$2.21 
WHOLESALE RAINBOW COLOR BEACH BALL,SKU #1864694,null,$1.85 
MAGNETIC LETTERS AND NUMBERS,SKU #1948698,null,$0.10 
"TREND ENTERPRISES  RHYMING BINGO GAME,INCLUDES 36 PLAYING CARDS/OVER200 CHIPS",SKU #944659,UPC: 078628060676,$0.21 
HACKY SACK,SKU #428038,null,$0.14 
BRIGHT PLUSH OWLS,SKU #1905294,UPC: 049392628249,$8.89 
MULTI-COLOR JUMBO CHALK SET,SKU #364850,UPC: 731015130580,$0.07 
ARMY SET - 9 PIECES,SKU #1905034,UPC: 049392260678,$88.71 
PUPPET PLAYLAND,SKU #1916548,UPC: 7290011321857,$6.49 
SOPHIE COLLECTION ACCESSORIES,SKU #1934009,UPC: 841175103802,$1.28 
ARIZONA SUGAR FREE LEMON ICED TEA MIX,SKU #541206,UPC: 613008724160,$1.29 
"18"" WATER PUMP",SKU #2131901,UPC: 841175106421,$22.04 
MONOGRAMMED TOTE BAG DOLL ACCESSORY,SKU #1944231,UPC: 028444842710,$0.87 
"DESK HIGHLIGHTER, CHISEL TIP, FLUORESCENT YELLOW",SKU #967714,UPC: 035255300049,$3.04 
ELIMINATOR LIGHTING EC4 4-CHANNEL EC-4 LIGHT CONTROLLER,SKU #2172790,null,$12.87 
"12"" BABY LUCY",SKU #2123677,UPC: 841175103772,$18.38 
SMUCKERS BREAKFAST SYRUP - 100 CASE,SKU #680160,null,$0.65 
PLUSH POLKA DOT OCTOPUSES,SKU #1905276,UPC: 049392618462,$16.18 
RACER PLAYSET,SKU #2184537,UPC: 841175102065,$2.21 
TOY BALL ASSORTMENT,SKU #1905256,UPC: 049392112526,$0.16 
PLUSH GIANT ALLIGATOR,SKU #1930414,UPC: 085754047648,$82.56 
INFLATABLE BEACH BALL- 20 INCH,SKU #1797924,UPC: 721003181458,$1.26 
TOY FARM ANIMALS,SKU #1776675,UPC: 049392615096,$1.71 
ACTIVITY WORKBOOKS 32 PAGES-HIDDEN PICTURES DISCOV,SKU #653932,UPC: 076645021922,$0.09 
ROSEART 72CT COLORED PENCILS,SKU #2169755,UPC: 072348010652,$0.16 
SCHLEICH FARM LIFE ANIMALS (SIMMENTAL COW),SKU #1848264,UPC: 4005086136410,$0.11 
ORBIT GUM WINTERMINT,SKU #1123256,UPC: 022000004888,$8.81 
SCHLEICH WILD LIFE ANIMALS (EMPEROR PENGUIN WITH CHICK),SKU #1847591,UPC: 4005086146327,$0.59 
1OZ. FUN BUBBLE BOTTLES,SKU #1945164,null,$4.79 
VIDEO 25 TRICKS CARDS,SKU #775932,UPC: 741545023016,$3.84 
ELECTRIC MOTOR KIT,SKU #738419,UPC: 071547020134,$0.91 
SUPER WATER BLASTER GUN,SKU #2133810,UPC: 731015238293,$0.20 
WORKBOOK THIRD GRADE SCHOLAR,SKU #905216,UPC: 076645021588,$0.33 
"ESTES RECOVERY WADDING - 3.75"" X 4.5""",SKU #1205947,UPC: 047776022744,$8.21 
PACIFIC ARC HI-POLYMER REFILL LEADS - 0.5 MM,SKU #1822156,null,$1.53 
SCHLEICH FARM LIFE ANIMALS,SKU #1875231,UPC: 4005086137158,$0.65 
GEL PENS 36 CT ASSORTMENT,SKU #2127090,UPC: 619342019368,$22.04 
CHOPPER BEAVER,SKU #1124008,UPC: 000772076210,$0.76 
SIDE TABLE TIMELESS MINIATURES - 4 CT,SKU #1205314,UPC: 082676807633,$2.35 
WORLD TECH ELITE 33753 2.4GHZ 4.5-CHANNEL NANO WRAITH SPY WITH CAMERA,SKU #2181049,null,$1.32 
APPTIVITY THE DARK KNIGHT RISES STARTER SET,SKU #1458808,UPC: 746775162283,$14.71 
K & S METAL STREAMLINES (ALUMINUM) - 1/2 IN.,SKU #1848785,UPC: 614121111035,$1.28 
PACKAGED PLASTIC LION ANIMALS,SKU #1334193,null,$0.79 
BEACH ALLIGATOR,SKU #2131914,UPC: 841175110022,$0.69 
ABC & 123 WRITING PAD,SKU #1879032,UPC: 000772091428,$22.04 
EGGS IN BOWL AND WHISK TIMELESS MINIATURES - 2 CT,SKU #1205297,UPC: 082676486791,$11.03 
"COMFIES - 7.5"" BABY SITTING MONKEY",SKU #1946609,null,$0.14 
"VICTORIA - 14"" BALLERINA DOLL",SKU #539036,UPC: 000772048873,$0.34 
SUSHI SLICING PLAY SET,SKU #538621,UPC: 000772026086,$1.17 
TEXTURED BLOCKS - 30 PCS,SKU #1916493,UPC: 7290005076923,$20.29 
X-ACTO BOSTON ELECTRIC PENCIL SHARPENER (SHARPENER),SKU #1832470,null,$1.37 
BETTY CROCKER BUTTERSCOTCH OATMEAL BAR,SKU #1487849,UPC: 016000459762,$7.53 
MIDWEST BASSWOOD CLAPBOARD SIDING (1/4 IN.),SKU #1824471,null,$7.35 
"BEAN BAG SET VINYL 4"" ASSORTED COLORS 6/SET",SKU #508552,UPC: 710858018330,$1.09 
SCHLEICH WILD LIFE ANIMALS (ZEBRA MALE),SKU #1847569,UPC: 4005086143913,$1.10 
SPORTS BALLS IN A MESH BAG - PLUSH,SKU #538570,UPC: 000772021791,$3.31 
SCHLEICH WILD LIFE ANIMALS (GRIZZLY BEAR FEMALE),SKU #1847607,UPC: 4005086146860,$1.32 
SCHOOL BUS PLAYSET,SKU #1858509,UPC: 000772093958,$22.04 
STARGAZE TUBE,SKU #2130582,UPC: 078257318032,$0.43 
FLASH CARDS - ALPHABET- 52 CARDS,SKU #1285276,UPC: 672672591201,$0.99 
TWININGS OF LONDON PURE PEPPERMINT HERBAL TEA,SKU #362974,UPC: 070177067779,$14.69 
FROG PARACHUTIST,SKU #1902273,null,$13.22 
TRICK STINK CIGARETTE LOAD,SKU #1456978,UPC: 099996004925,$1.03 
FRINGE RUG TIMELESS MINIATURES,SKU #1205290,UPC: 082676807855,$0.56 
CF SAUER CANOLA & OLIVE OIL BLEND PACKET,SKU #1488349,null,$6.62 
VOLLEYBALL INFLATES,SKU #1776913,UPC: 049392229743,$2.10 
MISS ANDREA,SKU #2123694,UPC: 841175115782,$9.90 
TRENDY'S BEAUTIFUL GIRL,SKU #2122974,null,$0.15 
"WATER GUN 10""",SKU #1982861,UPC: 688999201006,$4.44 
LIFESAVERS 5 FLAVOR,SKU #362477,null,$6.62 
"6"" SHOVEL & 5"" BUCKETS",SKU #1895095,UPC: 049392677681,$3.31 
WASHABLE COLORED MARKERS - 12 PACK,SKU #92897,UPC: 851806000257,$0.90 
SANDERS MILK CHOCOLATE FRUIT & SNACK DIP CUP,SKU #1853366,UPC: 035900275678,$3.68 
SEASIDE SIDEKICKS NESTING PAILS,SKU #539194,UPC: 000772064248,$0.47 
LIGHT UP FOOTBALL,SKU #2128643,UPC: 856434018575,$22.04 
BLACK FASHION DOLL,SKU #1944233,UPC: 731015220991,$14.69 
THE AMAZING SPLAT BALL TOY - DUCK,SKU #1948767,null,$1.69 
BOXER - PLUSH DOG,SKU #539009,UPC: 000772048538,$0.44 
PLUSH JUMBO REALISTIC WHITE TIGERS,SKU #1905319,UPC: 049392258019,$0.94 
DOLL CLOTHES BLACK VELVET AND PURPLE SATIN DRESS,SKU #691822,UPC: 028444829919,$2.38 
PENGUIN - PLUSH ANIMAL,SKU #538554,UPC: 000772021227,$17.00 
HUNTS FANCY KETCHUP,SKU #362277,UPC: 858399720784,$4.03 
BAG OF BUGS,SKU #539071,UPC: 000772060608,$48.51 
BUDS BEST PECAN CHOCOLATE CHIP COOKIES,SKU #345882,UPC: 745527520173,$1.03 
DOLL CLOTHES- LEOTARD AND SKIRT-PINK/BLUE,SKU #1191658,UPC: 028444663636,$14.69 
WOODEN RAILWAY SET,SKU #1194206,UPC: 000772007016,$14.69 
MINI GROAN TUBES PACK,SKU #1903763,UPC: 049392042625,$0.48 
SHAPES CHUNKY PUZZLE,SKU #538779,UPC: 000772037303,$11.01 
FLASH CARDS-MULTIPLICATION 0-12 55/PKG,SKU #1465373,UPC: 076645040084,$44.10 
EVERYDAY METAL HARMONICA,SKU #2125068,null,$0.15 
BALL CRAFT DISPLAY,SKU #1891180,null,$4.76 
SHARPIE ULTRA FINE POINT MARKER (PURPLE),SKU #1822349,null,$1.18 
YELLOW LAB - PLUSH DOG,SKU #538551,UPC: 000772021166,$25.72 
CRYSTAL LIGHT LEMONADE DRINK MIX PACKETS,SKU #361999,UPC: 043000008454,$3.11 
BATTERY OPERATED CLASSIC TRAIN SET,SKU #1940348,UPC: 688999015191,$6.99 
"PEN STYLE HIGHLIGHTER, CHISEL POINT, FLUORESCENT PINK",SKU #967814,UPC: 035255361835,$1.13 
"TOY SPIDERS - 8""",SKU #1776643,UPC: 049392615218,$0.84 
YIN YANG KICKBALLS,SKU #1904228,UPC: 049392620557,$0.49 
DECORATIVE DOLL STAND,SKU #1278036,UPC: 028444661533,$25.72 
NISSIN CUP NOODLE HOT & SPICY SHRIMP,SKU #1895228,UPC: 7066223012,$25.72 
PLUSH REALISTIC SMALL LION,SKU #1905314,UPC: 049392257982,$4.66 
NISSIN TOP RAMEN - SHRIMP FLAVOR,SKU #1895251,UPC: 7066201310,$3.40 
CREATIVITY FOR KIDS FAST CAR RACE CARS KIT,SKU #1843395,null,$0.66 
"FASHION GIRL DOLL 13.5""-BROWN HAIR",SKU #659554,UPC: 082676205095,$11.01 
"KARS PEANUT, ALMOND, CASHEW MIX",SKU #362320,null,$8.13 
SEASIDE SIDEKICKS SAND BAKING SET,SKU #539198,UPC: 000772064323,$3.31 
COWGIRL PUPPET,SKU #538602,UPC: 000772025577,$22.47 
EDUCATIONAL FOAM CLOCK,SKU #1278055,UPC: 731015171446,$2.57 
BALL PEN 0.7MM BLUE,SKU #1471731,UPC: 042196618010,$1.54 
TOY FOAM MISSILES,SKU #1903533,UPC: 049392016770,$44.10 
WATER GUN 2 PACK - 3 ASSORTED STYLES,SKU #1895458,UPC: 721003181663,$1.37 
CANDY COLORS 0.25 OZ. - YELLOW/ORANGE/RED/BLUE,SKU #663531,UPC: 070896192998,$14.69 
WATER BOMB,SKU #2129467,UPC: 721003181670,$1.84 
"2 PIECE  3.75"" MAGIC TOY BABY BOTTLE",SKU #1982694,UPC: 841175110459,$5.87 
